
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 1000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_5_LCE_shape_matching/run_lce_qdvs_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-05                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:      100
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      300
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      300
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
Constraint violation....:   0.0000000000000000e+00    0.0000000000000000e+00
Variable bound violation:   9.9606249914785394e-09    9.9606249914785394e-09
Complementarity.........:   1.0000034720383711e-11    1.0000034720383711e-11
Overall NLP error.......:   6.0328090801912465e-06    6.0328090801912465e-06


Number of objective function evaluations             = 797
Number of objective gradient evaluations             = 424
Number of equality constraint evaluations            = 0
Number of inequality constraint evaluations          = 797
Number of equality constraint Jacobian evaluations   = 0
Number of inequality constraint Jacobian evaluations = 424
Number of Lagrangian Hessian evaluations             = 0
Total seconds in IPOPT                               = 196.477

EXIT: Optimal Solution Found.


Optimization Problem -- Optimization using pyOpt_sparse
================================================================================
    Objective Function: _objfunc

    Solution: 
--------------------------------------------------------------------------------
    Total Time:                  196.4785
       User Objective Time :      95.1992
       User Sensitivity Time :    97.8911
       Interface Time :            0.1861
       Opt Solver Time:            3.2021
    Calls to Objective Function :     678
    Calls to Sens Function :          424


   Objectives
      Index  Name                  Value
          0  error_norm     3.199103E+00

   Variables (c - continuous, i - integer, d - discrete)
      Index  Name                            Type      Lower Bound            Value      Upper Bound     Status
          0  density_unfiltered_layer_q_0       c     1.000000E-04     9.999062E-05     1.000000E+00          l
          1  density_unfiltered_layer_q_1       c     1.000000E-04     9.999051E-05     1.000000E+00          l
          2  density_unfiltered_layer_q_2       c     1.000000E-04     9.999053E-05     1.000000E+00          l
          3  density_unfiltered_layer_q_3       c     1.000000E-04     9.999063E-05     1.000000E+00          l
          4  density_unfiltered_layer_q_4       c     1.000000E-04     9.999124E-05     1.000000E+00          l
          5  density_unfiltered_layer_q_5       c     1.000000E-04     1.000000E+00     1.000000E+00          u
          6  density_unfiltered_layer_q_6       c     1.000000E-04     1.000000E+00     1.000000E+00          u
          7  density_unfiltered_layer_q_7       c     1.000000E-04     1.000000E+00     1.000000E+00          u
          8  density_unfiltered_layer_q_8       c     1.000000E-04     1.000000E+00     1.000000E+00          u
          9  density_unfiltered_layer_q_9       c     1.000000E-04     1.000000E+00     1.000000E+00          u
         10  density_unfiltered_layer_q_10      c     1.000000E-04     9.999050E-05     1.000000E+00          l
         11  density_unfiltered_layer_q_11      c     1.000000E-04     9.999041E-05     1.000000E+00          l
         12  density_unfiltered_layer_q_12      c     1.000000E-04     9.999042E-05     1.000000E+00          l
         13  density_unfiltered_layer_q_13      c     1.000000E-04     9.999051E-05     1.000000E+00          l
         14  density_unfiltered_layer_q_14      c     1.000000E-04     9.999107E-05     1.000000E+00          l
         15  density_unfiltered_layer_q_15      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         16  density_unfiltered_layer_q_16      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         17  density_unfiltered_layer_q_17      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         18  density_unfiltered_layer_q_18      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         19  density_unfiltered_layer_q_19      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         20  density_unfiltered_layer_q_20      c     1.000000E-04     9.999050E-05     1.000000E+00          l
         21  density_unfiltered_layer_q_21      c     1.000000E-04     9.999041E-05     1.000000E+00          l
         22  density_unfiltered_layer_q_22      c     1.000000E-04     9.999042E-05     1.000000E+00          l
         23  density_unfiltered_layer_q_23      c     1.000000E-04     9.999051E-05     1.000000E+00          l
         24  density_unfiltered_layer_q_24      c     1.000000E-04     9.999106E-05     1.000000E+00          l
         25  density_unfiltered_layer_q_25      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         26  density_unfiltered_layer_q_26      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         27  density_unfiltered_layer_q_27      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         28  density_unfiltered_layer_q_28      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         29  density_unfiltered_layer_q_29      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         30  density_unfiltered_layer_q_30      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         31  density_unfiltered_layer_q_31      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         32  density_unfiltered_layer_q_32      c     1.000000E-04     9.999045E-05     1.000000E+00          l
         33  density_unfiltered_layer_q_33      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         34  density_unfiltered_layer_q_34      c     1.000000E-04     9.999110E-05     1.000000E+00          l
         35  density_unfiltered_layer_q_35      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         36  density_unfiltered_layer_q_36      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         37  density_unfiltered_layer_q_37      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         38  density_unfiltered_layer_q_38      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         39  density_unfiltered_layer_q_39      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         40  density_unfiltered_layer_q_40      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         41  density_unfiltered_layer_q_41      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         42  density_unfiltered_layer_q_42      c     1.000000E-04     9.999045E-05     1.000000E+00          l
         43  density_unfiltered_layer_q_43      c     1.000000E-04     9.999052E-05     1.000000E+00          l
         44  density_unfiltered_layer_q_44      c     1.000000E-04     9.999090E-05     1.000000E+00          l
         45  density_unfiltered_layer_q_45      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         46  density_unfiltered_layer_q_46      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         47  density_unfiltered_layer_q_47      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         48  density_unfiltered_layer_q_48      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         49  density_unfiltered_layer_q_49      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         50  density_unfiltered_layer_q_50      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         51  density_unfiltered_layer_q_51      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         52  density_unfiltered_layer_q_52      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         53  density_unfiltered_layer_q_53      c     1.000000E-04     9.999051E-05     1.000000E+00          l
         54  density_unfiltered_layer_q_54      c     1.000000E-04     9.999070E-05     1.000000E+00          l
         55  density_unfiltered_layer_q_55      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         56  density_unfiltered_layer_q_56      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         57  density_unfiltered_layer_q_57      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         58  density_unfiltered_layer_q_58      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         59  density_unfiltered_layer_q_59      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         60  density_unfiltered_layer_q_60      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         61  density_unfiltered_layer_q_61      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         62  density_unfiltered_layer_q_62      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         63  density_unfiltered_layer_q_63      c     1.000000E-04     9.999049E-05     1.000000E+00          l
         64  density_unfiltered_layer_q_64      c     1.000000E-04     9.999058E-05     1.000000E+00          l
         65  density_unfiltered_layer_q_65      c     1.000000E-04     9.999172E-05     1.000000E+00          l
         66  density_unfiltered_layer_q_66      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         67  density_unfiltered_layer_q_67      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         68  density_unfiltered_layer_q_68      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         69  density_unfiltered_layer_q_69      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         70  density_unfiltered_layer_q_70      c     1.000000E-04     9.999054E-05     1.000000E+00          l
         71  density_unfiltered_layer_q_71      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         72  density_unfiltered_layer_q_72      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         73  density_unfiltered_layer_q_73      c     1.000000E-04     9.999048E-05     1.000000E+00          l
         74  density_unfiltered_layer_q_74      c     1.000000E-04     9.999052E-05     1.000000E+00          l
         75  density_unfiltered_layer_q_75      c     1.000000E-04     9.999067E-05     1.000000E+00          l
         76  density_unfiltered_layer_q_76      c     1.000000E-04     9.940012E-01     1.000000E+00           
         77  density_unfiltered_layer_q_77      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         78  density_unfiltered_layer_q_78      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         79  density_unfiltered_layer_q_79      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         80  density_unfiltered_layer_q_80      c     1.000000E-04     9.999054E-05     1.000000E+00          l
         81  density_unfiltered_layer_q_81      c     1.000000E-04     9.999043E-05     1.000000E+00          l
         82  density_unfiltered_layer_q_82      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         83  density_unfiltered_layer_q_83      c     1.000000E-04     9.999047E-05     1.000000E+00          l
         84  density_unfiltered_layer_q_84      c     1.000000E-04     9.999050E-05     1.000000E+00          l
         85  density_unfiltered_layer_q_85      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         86  density_unfiltered_layer_q_86      c     1.000000E-04     9.999068E-05     1.000000E+00          l
         87  density_unfiltered_layer_q_87      c     1.000000E-04     9.999222E-05     1.000000E+00          l
         88  density_unfiltered_layer_q_88      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         89  density_unfiltered_layer_q_89      c     1.000000E-04     1.000000E+00     1.000000E+00          u
         90  density_unfiltered_layer_q_90      c     1.000000E-04     9.999054E-05     1.000000E+00          l
         91  density_unfiltered_layer_q_91      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         92  density_unfiltered_layer_q_92      c     1.000000E-04     9.999044E-05     1.000000E+00          l
         93  density_unfiltered_layer_q_93      c     1.000000E-04     9.999047E-05     1.000000E+00          l
         94  density_unfiltered_layer_q_94      c     1.000000E-04     9.999049E-05     1.000000E+00          l
         95  density_unfiltered_layer_q_95      c     1.000000E-04     9.999051E-05     1.000000E+00          l
         96  density_unfiltered_layer_q_96      c     1.000000E-04     9.999053E-05     1.000000E+00          l
         97  density_unfiltered_layer_q_97      c     1.000000E-04     9.999061E-05     1.000000E+00          l
         98  density_unfiltered_layer_q_98      c     1.000000E-04     9.999079E-05     1.000000E+00          l
         99  density_unfiltered_layer_q_99      c     1.000000E-04     9.999109E-05     1.000000E+00          l
        100  angle_t_b_q_0                      c     0.000000E+00     1.053711E+00     3.141593E+00           
        101  angle_t_b_q_1                      c     0.000000E+00     1.064106E+00     3.141593E+00           
        102  angle_t_b_q_2                      c     0.000000E+00     1.078019E+00     3.141593E+00           
        103  angle_t_b_q_3                      c     0.000000E+00     9.176611E-01     3.141593E+00           
        104  angle_t_b_q_4                      c     0.000000E+00     9.643174E-01     3.141593E+00           
        105  angle_t_b_q_5                      c     0.000000E+00     1.020904E+00     3.141593E+00           
        106  angle_t_b_q_6                      c     0.000000E+00     1.093925E+00     3.141593E+00           
        107  angle_t_b_q_7                      c     0.000000E+00     1.193119E+00     3.141593E+00           
        108  angle_t_b_q_8                      c     0.000000E+00     1.331075E+00     3.141593E+00           
        109  angle_t_b_q_9                      c     0.000000E+00     1.512554E+00     3.141593E+00           
        110  angle_t_b_q_10                     c     0.000000E+00     1.053211E+00     3.141593E+00           
        111  angle_t_b_q_11                     c     0.000000E+00     1.061731E+00     3.141593E+00           
        112  angle_t_b_q_12                     c     0.000000E+00     1.077122E+00     3.141593E+00           
        113  angle_t_b_q_13                     c     0.000000E+00     9.055800E-01     3.141593E+00           
        114  angle_t_b_q_14                     c     0.000000E+00     9.615647E-01     3.141593E+00           
        115  angle_t_b_q_15                     c     0.000000E+00     1.029138E+00     3.141593E+00           
        116  angle_t_b_q_16                     c     0.000000E+00     1.112705E+00     3.141593E+00           
        117  angle_t_b_q_17                     c     0.000000E+00     1.219764E+00     3.141593E+00           
        118  angle_t_b_q_18                     c     0.000000E+00     1.356873E+00     3.141593E+00           
        119  angle_t_b_q_19                     c     0.000000E+00     1.523800E+00     3.141593E+00           
        120  angle_t_b_q_20                     c     0.000000E+00     1.058227E+00     3.141593E+00           
        121  angle_t_b_q_21                     c     0.000000E+00     1.062039E+00     3.141593E+00           
        122  angle_t_b_q_22                     c     0.000000E+00     1.077995E+00     3.141593E+00           
        123  angle_t_b_q_23                     c     0.000000E+00     8.802720E-01     3.141593E+00           
        124  angle_t_b_q_24                     c     0.000000E+00     9.467998E-01     3.141593E+00           
        125  angle_t_b_q_25                     c     0.000000E+00     1.024821E+00     3.141593E+00           
        126  angle_t_b_q_26                     c     0.000000E+00     1.118855E+00     3.141593E+00           
        127  angle_t_b_q_27                     c     0.000000E+00     1.233395E+00     3.141593E+00           
        128  angle_t_b_q_28                     c     0.000000E+00     1.371299E+00     3.141593E+00           
        129  angle_t_b_q_29                     c     0.000000E+00     1.529900E+00     3.141593E+00           
        130  angle_t_b_q_30                     c     0.000000E+00     1.138439E+00     3.141593E+00           
        131  angle_t_b_q_31                     c     0.000000E+00     1.149070E+00     3.141593E+00           
        132  angle_t_b_q_32                     c     0.000000E+00     1.174327E+00     3.141593E+00           
        133  angle_t_b_q_33                     c     0.000000E+00     8.430117E-01     3.141593E+00           
        134  angle_t_b_q_34                     c     0.000000E+00     9.141151E-01     3.141593E+00           
        135  angle_t_b_q_35                     c     0.000000E+00     9.995944E-01     3.141593E+00           
        136  angle_t_b_q_36                     c     0.000000E+00     1.102355E+00     3.141593E+00           
        137  angle_t_b_q_37                     c     0.000000E+00     1.224857E+00     3.141593E+00           
        138  angle_t_b_q_38                     c     0.000000E+00     1.368165E+00     3.141593E+00           
        139  angle_t_b_q_39                     c     0.000000E+00     1.529075E+00     3.141593E+00           
        140  angle_t_b_q_40                     c     0.000000E+00     1.134206E+00     3.141593E+00           
        141  angle_t_b_q_41                     c     0.000000E+00     1.136724E+00     3.141593E+00           
        142  angle_t_b_q_42                     c     0.000000E+00     1.153459E+00     3.141593E+00           
        143  angle_t_b_q_43                     c     0.000000E+00     7.957963E-01     3.141593E+00           
        144  angle_t_b_q_44                     c     0.000000E+00     8.654991E-01     3.141593E+00           
        145  angle_t_b_q_45                     c     0.000000E+00     9.544487E-01     3.141593E+00           
        146  angle_t_b_q_46                     c     0.000000E+00     1.064365E+00     3.141593E+00           
        147  angle_t_b_q_47                     c     0.000000E+00     1.196835E+00     3.141593E+00           
        148  angle_t_b_q_48                     c     0.000000E+00     1.350795E+00     3.141593E+00           
        149  angle_t_b_q_49                     c     0.000000E+00     1.522271E+00     3.141593E+00           
        150  angle_t_b_q_50                     c     0.000000E+00     1.127662E+00     3.141593E+00           
        151  angle_t_b_q_51                     c     0.000000E+00     1.120971E+00     3.141593E+00           
        152  angle_t_b_q_52                     c     0.000000E+00     1.127523E+00     3.141593E+00           
        153  angle_t_b_q_53                     c     0.000000E+00     7.339595E-01     3.141593E+00           
        154  angle_t_b_q_54                     c     0.000000E+00     8.010068E-01     3.141593E+00           
        155  angle_t_b_q_55                     c     0.000000E+00     8.877481E-01     3.141593E+00           
        156  angle_t_b_q_56                     c     0.000000E+00     1.000957E+00     3.141593E+00           
        157  angle_t_b_q_57                     c     0.000000E+00     1.143981E+00     3.141593E+00           
        158  angle_t_b_q_58                     c     0.000000E+00     1.317010E+00     3.141593E+00           
        159  angle_t_b_q_59                     c     0.000000E+00     1.509042E+00     3.141593E+00           
        160  angle_t_b_q_60                     c     0.000000E+00     1.118078E+00     3.141593E+00           
        161  angle_t_b_q_61                     c     0.000000E+00     1.101481E+00     3.141593E+00           
        162  angle_t_b_q_62                     c     0.000000E+00     1.098201E+00     3.141593E+00           
        163  angle_t_b_q_63                     c     0.000000E+00     6.607878E-01     3.141593E+00           
        164  angle_t_b_q_64                     c     0.000000E+00     7.196696E-01     3.141593E+00           
        165  angle_t_b_q_65                     c     0.000000E+00     7.977660E-01     3.141593E+00           
        166  angle_t_b_q_66                     c     0.000000E+00     9.086764E-01     3.141593E+00           
        167  angle_t_b_q_67                     c     0.000000E+00     1.056934E+00     3.141593E+00           
        168  angle_t_b_q_68                     c     0.000000E+00     1.254227E+00     3.141593E+00           
        169  angle_t_b_q_69                     c     0.000000E+00     1.491755E+00     3.141593E+00           
        170  angle_t_b_q_70                     c     0.000000E+00     1.104550E+00     3.141593E+00           
        171  angle_t_b_q_71                     c     0.000000E+00     1.079604E+00     3.141593E+00           
        172  angle_t_b_q_72                     c     0.000000E+00     1.067436E+00     3.141593E+00           
        173  angle_t_b_q_73                     c     0.000000E+00     1.060964E+00     3.141593E+00           
        174  angle_t_b_q_74                     c     0.000000E+00     6.027740E-01     3.141593E+00           
        175  angle_t_b_q_75                     c     0.000000E+00     6.765401E-01     3.141593E+00           
        176  angle_t_b_q_76                     c     0.000000E+00     7.804427E-01     3.141593E+00           
        177  angle_t_b_q_77                     c     0.000000E+00     9.279556E-01     3.141593E+00           
        178  angle_t_b_q_78                     c     0.000000E+00     1.137950E+00     3.141593E+00           
        179  angle_t_b_q_79                     c     0.000000E+00     1.449181E+00     3.141593E+00           
        180  angle_t_b_q_80                     c     0.000000E+00     1.085333E+00     3.141593E+00           
        181  angle_t_b_q_81                     c     0.000000E+00     1.055573E+00     3.141593E+00           
        182  angle_t_b_q_82                     c     0.000000E+00     1.037961E+00     3.141593E+00           
        183  angle_t_b_q_83                     c     0.000000E+00     1.030030E+00     3.141593E+00           
        184  angle_t_b_q_84                     c     0.000000E+00     4.001068E-01     3.141593E+00           
        185  angle_t_b_q_85                     c     0.000000E+00     4.508117E-01     3.141593E+00           
        186  angle_t_b_q_86                     c     0.000000E+00     5.927057E-01     3.141593E+00           
        187  angle_t_b_q_87                     c     0.000000E+00     7.357359E-01     3.141593E+00           
        188  angle_t_b_q_88                     c     0.000000E+00     9.557314E-01     3.141593E+00           
        189  angle_t_b_q_89                     c     0.000000E+00     1.319205E+00     3.141593E+00           
        190  angle_t_b_q_90                     c     0.000000E+00     1.060508E+00     3.141593E+00           
        191  angle_t_b_q_91                     c     0.000000E+00     1.031055E+00     3.141593E+00           
        192  angle_t_b_q_92                     c     0.000000E+00     1.012896E+00     3.141593E+00           
        193  angle_t_b_q_93                     c     0.000000E+00     1.002198E+00     3.141593E+00           
        194  angle_t_b_q_94                     c     0.000000E+00     9.916273E-01     3.141593E+00           
        195  angle_t_b_q_95                     c     0.000000E+00     1.933839E-01     3.141593E+00           
        196  angle_t_b_q_96                     c     0.000000E+00     1.903852E-01     3.141593E+00           
        197  angle_t_b_q_97                     c     0.000000E+00     3.154891E-01     3.141593E+00           
        198  angle_t_b_q_98                     c     0.000000E+00     5.979968E-01     3.141593E+00           
        199  angle_t_b_q_99                     c     0.000000E+00     1.161104E+00     3.141593E+00           
        200  angle_t_b_q_100                    c     0.000000E+00     1.000199E+00     3.141593E+00           
        201  angle_t_b_q_101                    c     0.000000E+00     9.865139E-01     3.141593E+00           
        202  angle_t_b_q_102                    c     0.000000E+00     9.766033E-01     3.141593E+00           
        203  angle_t_b_q_103                    c     0.000000E+00     1.791720E-08     3.141593E+00          l
        204  angle_t_b_q_104                    c     0.000000E+00    -3.923384E-09     3.141593E+00          l
        205  angle_t_b_q_105                    c     0.000000E+00    -8.110194E-09     3.141593E+00          l
        206  angle_t_b_q_106                    c     0.000000E+00    -9.227773E-09     3.141593E+00          l
        207  angle_t_b_q_107                    c     0.000000E+00    -9.468284E-09     3.141593E+00          l
        208  angle_t_b_q_108                    c     0.000000E+00    -9.190083E-09     3.141593E+00          l
        209  angle_t_b_q_109                    c     0.000000E+00    -8.135993E-09     3.141593E+00          l
        210  angle_t_b_q_110                    c     0.000000E+00     1.004345E+00     3.141593E+00           
        211  angle_t_b_q_111                    c     0.000000E+00     9.912006E-01     3.141593E+00           
        212  angle_t_b_q_112                    c     0.000000E+00     9.791071E-01     3.141593E+00           
        213  angle_t_b_q_113                    c     0.000000E+00     1.564350E-08     3.141593E+00          l
        214  angle_t_b_q_114                    c     0.000000E+00    -4.317599E-09     3.141593E+00          l
        215  angle_t_b_q_115                    c     0.000000E+00    -8.191162E-09     3.141593E+00          l
        216  angle_t_b_q_116                    c     0.000000E+00    -9.261359E-09     3.141593E+00          l
        217  angle_t_b_q_117                    c     0.000000E+00    -9.504319E-09     3.141593E+00          l
        218  angle_t_b_q_118                    c     0.000000E+00    -9.252077E-09     3.141593E+00          l
        219  angle_t_b_q_119                    c     0.000000E+00    -8.320280E-09     3.141593E+00          l
        220  angle_t_b_q_120                    c     0.000000E+00     1.006960E+00     3.141593E+00           
        221  angle_t_b_q_121                    c     0.000000E+00     9.969759E-01     3.141593E+00           
        222  angle_t_b_q_122                    c     0.000000E+00     9.843726E-01     3.141593E+00           
        223  angle_t_b_q_123                    c     0.000000E+00     1.762387E-08     3.141593E+00          l
        224  angle_t_b_q_124                    c     0.000000E+00    -4.415966E-09     3.141593E+00          l
        225  angle_t_b_q_125                    c     0.000000E+00    -8.288565E-09     3.141593E+00          l
        226  angle_t_b_q_126                    c     0.000000E+00    -9.330720E-09     3.141593E+00          l
        227  angle_t_b_q_127                    c     0.000000E+00    -9.534793E-09     3.141593E+00          l
        228  angle_t_b_q_128                    c     0.000000E+00    -9.305271E-09     3.141593E+00          l
        229  angle_t_b_q_129                    c     0.000000E+00    -8.470240E-09     3.141593E+00          l
        230  angle_t_b_q_130                    c     0.000000E+00     1.007492E+00     3.141593E+00           
        231  angle_t_b_q_131                    c     0.000000E+00     1.001521E+00     3.141593E+00           
        232  angle_t_b_q_132                    c     0.000000E+00     9.908374E-01     3.141593E+00           
        233  angle_t_b_q_133                    c     0.000000E+00     1.717573E-08     3.141593E+00          l
        234  angle_t_b_q_134                    c     0.000000E+00    -4.609006E-09     3.141593E+00          l
        235  angle_t_b_q_135                    c     0.000000E+00    -8.382453E-09     3.141593E+00          l
        236  angle_t_b_q_136                    c     0.000000E+00    -9.378605E-09     3.141593E+00          l
        237  angle_t_b_q_137                    c     0.000000E+00    -9.574083E-09     3.141593E+00          l
        238  angle_t_b_q_138                    c     0.000000E+00    -9.371023E-09     3.141593E+00          l
        239  angle_t_b_q_139                    c     0.000000E+00    -8.620445E-09     3.141593E+00          l
        240  angle_t_b_q_140                    c     0.000000E+00     1.010841E+00     3.141593E+00           
        241  angle_t_b_q_141                    c     0.000000E+00     1.008411E+00     3.141593E+00           
        242  angle_t_b_q_142                    c     0.000000E+00     9.995915E-01     3.141593E+00           
        243  angle_t_b_q_143                    c     0.000000E+00     1.763886E-08     3.141593E+00          l
        244  angle_t_b_q_144                    c     0.000000E+00    -4.067053E-09     3.141593E+00          l
        245  angle_t_b_q_145                    c     0.000000E+00    -8.253981E-09     3.141593E+00          l
        246  angle_t_b_q_146                    c     0.000000E+00    -9.342938E-09     3.141593E+00          l
        247  angle_t_b_q_147                    c     0.000000E+00    -9.616875E-09     3.141593E+00          l
        248  angle_t_b_q_148                    c     0.000000E+00    -9.442980E-09     3.141593E+00          l
        249  angle_t_b_q_149                    c     0.000000E+00    -8.775858E-09     3.141593E+00          l
        250  angle_t_b_q_150                    c     0.000000E+00     1.019362E+00     3.141593E+00           
        251  angle_t_b_q_151                    c     0.000000E+00     1.021829E+00     3.141593E+00           
        252  angle_t_b_q_152                    c     0.000000E+00     1.014049E+00     3.141593E+00           
        253  angle_t_b_q_153                    c     0.000000E+00     3.300962E-08     3.141593E+00          l
        254  angle_t_b_q_154                    c     0.000000E+00    -1.825544E-09     3.141593E+00          l
        255  angle_t_b_q_155                    c     0.000000E+00    -7.747627E-09     3.141593E+00          l
        256  angle_t_b_q_156                    c     0.000000E+00    -9.185532E-09     3.141593E+00          l
        257  angle_t_b_q_157                    c     0.000000E+00    -9.584048E-09     3.141593E+00          l
        258  angle_t_b_q_158                    c     0.000000E+00    -9.518602E-09     3.141593E+00          l
        259  angle_t_b_q_159                    c     0.000000E+00    -8.941988E-09     3.141593E+00          l
        260  angle_t_b_q_160                    c     0.000000E+00     1.037043E+00     3.141593E+00           
        261  angle_t_b_q_161                    c     0.000000E+00     1.049609E+00     3.141593E+00           
        262  angle_t_b_q_162                    c     0.000000E+00     1.047999E+00     3.141593E+00           
        263  angle_t_b_q_163                    c     0.000000E+00     1.132533E-07     3.141593E+00          l
        264  angle_t_b_q_164                    c     0.000000E+00     4.539538E-09     3.141593E+00          l
        265  angle_t_b_q_165                    c     0.000000E+00    -6.017814E-09     3.141593E+00          l
        266  angle_t_b_q_166                    c     0.000000E+00    -8.620506E-09     3.141593E+00          l
        267  angle_t_b_q_167                    c     0.000000E+00    -9.339637E-09     3.141593E+00          l
        268  angle_t_b_q_168                    c     0.000000E+00    -9.507734E-09     3.141593E+00          l
        269  angle_t_b_q_169                    c     0.000000E+00    -9.103301E-09     3.141593E+00          l
        270  angle_t_b_q_170                    c     0.000000E+00     1.065809E+00     3.141593E+00           
        271  angle_t_b_q_171                    c     0.000000E+00     1.093183E+00     3.141593E+00           
        272  angle_t_b_q_172                    c     0.000000E+00     1.106767E+00     3.141593E+00           
        273  angle_t_b_q_173                    c     0.000000E+00     1.101486E+00     3.141593E+00           
        274  angle_t_b_q_174                    c     0.000000E+00     3.015445E-08     3.141593E+00          l
        275  angle_t_b_q_175                    c     0.000000E+00    -3.321528E-10     3.141593E+00          l
        276  angle_t_b_q_176                    c     0.000000E+00    -6.924245E-09     3.141593E+00          l
        277  angle_t_b_q_177                    c     0.000000E+00    -8.602988E-09     3.141593E+00          l
        278  angle_t_b_q_178                    c     0.000000E+00    -9.082317E-09     3.141593E+00          l
        279  angle_t_b_q_179                    c     0.000000E+00    -8.603667E-09     3.141593E+00          l
        280  angle_t_b_q_180                    c     0.000000E+00     1.103657E+00     3.141593E+00           
        281  angle_t_b_q_181                    c     0.000000E+00     1.145302E+00     3.141593E+00           
        282  angle_t_b_q_182                    c     0.000000E+00     1.176529E+00     3.141593E+00           
        283  angle_t_b_q_183                    c     0.000000E+00     1.191664E+00     3.141593E+00           
        284  angle_t_b_q_184                    c     0.000000E+00     2.062201E+00     3.141593E+00           
        285  angle_t_b_q_185                    c     0.000000E+00     2.129288E+00     3.141593E+00           
        286  angle_t_b_q_186                    c     0.000000E+00     1.818279E-09     3.141593E+00          l
        287  angle_t_b_q_187                    c     0.000000E+00    -5.412867E-09     3.141593E+00          l
        288  angle_t_b_q_188                    c     0.000000E+00    -7.470150E-09     3.141593E+00          l
        289  angle_t_b_q_189                    c     0.000000E+00    -7.170867E-09     3.141593E+00          l
        290  angle_t_b_q_190                    c     0.000000E+00     1.144277E+00     3.141593E+00           
        291  angle_t_b_q_191                    c     0.000000E+00     1.193644E+00     3.141593E+00           
        292  angle_t_b_q_192                    c     0.000000E+00     1.235109E+00     3.141593E+00           
        293  angle_t_b_q_193                    c     0.000000E+00     1.268851E+00     3.141593E+00           
        294  angle_t_b_q_194                    c     0.000000E+00     1.297148E+00     3.141593E+00           
